BLCA	Labels	B:MUTA:COMP:TP53::	N:GEXP::TMPRSS2:7113:	N:GEXP::KRT5:3852:	N:GEXP::TOX3:27324:	N:GEXP::EFEMP1:2202:	N:GEXP::KRT6A:3853:	N:GEXP::C17orf28:283987:	N:GEXP::CTHRC1:115908:	N:GEXP::CD44:960:	N:GEXP::RNF128:79589:	N:GEXP::CDH11:1009:	N:GEXP::GATA3:2625:	N:GEXP::KRT14:3861:	N:GEXP::LAMB3:3914:	N:GEXP::PPFIBP2:8495:	N:GEXP::KRT6B:3854:	N:GEXP::PERP:64065:	N:GEXP::PCYT1B:9468:	N:GEXP::SLC30A2:7780:	N:MIR::hsa-miR-205-5p:Corrected:	N:GEXP::BCAS1:8537:	N:GEXP::KRT6C:286887:	N:GEXP::SPHK1:8877:	N:GEXP::ACSM3:6296:	N:GEXP::CENPF:1063:	N:GEXP::REEP6:92840:	N:GEXP::ZCCHC24:219654:	N:GEXP::ANXA6:309:	N:GEXP::C10orf116:10974:	N:GEXP::TMPRSS4:56649:	N:GEXP::ANXA8L2:244:	N:GEXP::ANXA8:653145:	N:GEXP::NEGR1:257194:	N:MIR::hsa-miR-29c-5p:Corrected:	N:GEXP::HMGCS2:3158:	N:GEXP::TCF4:6925:	N:GEXP::VSIG2:23584:	N:GEXP::COMP:1311:	N:GEXP::RAB31:11031:	N:GEXP::KLHDC7A:127707:	N:GEXP::CLCA4:22802:	N:GEXP::C3orf54:389119:	N:GEXP::MSN:4478:	N:GEXP::FER1L4:80307:	N:GEXP::PPARG:5468:	N:GEXP::AHNAK2:113146:	N:GEXP::AQP3:360:	N:GEXP::DGKA:1606:	N:GEXP::SCNN1B:6338:	N:GEXP::PLCD3:113026:	N:GEXP::RHOU:58480:	N:MIR::hsa-miR-4746-5p:Corrected:	N:GEXP::SSH3:54961:	N:GEXP::MN1:4330:	N:GEXP::SLITRK6:84189:	N:GEXP::PPAPDC3:84814:	N:GEXP::ITGB4:3691:	N:GEXP::TRAK1:22906:	N:GEXP::CAPN5:726:	N:GEXP::LOC399959:399959:	N:GEXP::BNC2:54796:	N:GEXP::KALRN:8997:	N:GEXP::CSDA:8531:	N:GEXP::SCNN1G:6340:	N:GEXP::CAPNS2:84290:	N:GEXP::PIK3C2B:5287:	N:GEXP::S100P:6286:	N:GEXP::TCP11L1:55346:	N:GEXP::SPOCD1:90853:	N:GEXP::TMEM97:27346:	N:GEXP::SCRG1:11341:	N:GEXP::CAB39L:81617:	N:METH:cg02587643:CAST:TssD504:Shore	N:GEXP::PRICKLE3:4007:	N:GEXP::PLCH2:9651:	N:GEXP::MFAP3L:9848:	N:GEXP::ANK2:287:	N:GEXP::SERPINB1:1992:	N:GEXP::DOK7:285489:	N:GEXP::OLFML3:56944:	N:METH:cg14419581:PTRF:TssD17291:Island	N:MIR::hsa-miR-125b-5p:Corrected:	N:GEXP::JAM2:58494:	N:GEXP::C20orf151:140893:	N:GEXP::ADORA2B:136:	N:GEXP::KSR2:283455:	N:GEXP::SPINK1:6690:	N:GEXP::CDKAL1:54901:	N:GEXP::CPXM2:119587:	N:GEXP::SFRP4:6424:	N:GEXP::KATNAL1:84056:	N:MIR::hsa-miR-106b-5p:Corrected:	N:GEXP::ANXA10:11199:	N:GEXP::ACOX1:51:	N:GEXP::GPSM2:29899:	N:GEXP::SLC5A7:60482:	N:GEXP::PHLDB2:90102:	N:GEXP::CCDC80:151887:	N:METH:cg17166103:BCAT2:TssD11910:Island	N:MIR::hsa-miR-19b-1-5p:Corrected:	N:GEXP::MCC:4163:	N:GEXP::ZYX:7791:	N:GEXP::LGI2:55203:	N:GEXP::RRAS:6237:	N:GEXP::SIX1:6495:	N:GEXP::UPK3A:7380:	N:GEXP::ZBTB8B:728116:	N:METH:cg27335600:CACNA1D:TssD173:Island	B:MUTA:COMP:FGFR3::	N:METH:cg24720571:NRN1:TssU50:Island	I:CNVR::SYN2:6854:	N:METH:cg01462053:ARRDC2:TssD248:Island	N:GEXP::PDE7B:27115:	I:CNVR::FGD3:89846:	N:METH:cg02337825:BTNL9:TssU80:Shore	N:METH:cg27635394:HIST1H2BB:TssD66:Shore
TCGA-4Z-AA89	BLCA_2	0	747.81	16803.0	1036.8	9.7491	2943.1	2801.4	19.498	5939.5	4696.8	13.763	7148.4	116.42	10086.0	3594.0	224.23	18949.0	1.147	5.1613	13403.0	5707.8	189.82	64.31	135.15	1085.6	739.21	127.31	91.756	26752.0	18770.0	2256.1	7239.6	1.7204	57.55	5825.9	65.95	11059.0	8.0287	605.59	1110.8	2074.8	216.2	983.51	13136.0	4420.9	224.8	65696.0	3813.1	849.32	8103.2	1229.5	5.0722	12818.0	9.1756	9333.9	1.7204	12549.0	5254.8	3260.2	6.3082	2.8674	19.498	6641.4	652.04	1065.5	2046.7	29730.0	50.803999999999995	3438.0	2321.1	0.0	1734.2	0.026775	657.2	2781.9	826.95	0.5735	855.63	322.29	57.92100000000001	0.031081	78.033	6.3082	565.45	361.29	17.204	20274.0	246.02	13.19	1.147	16.057000000000002	569.06	5682.0	2827.0	497.35	94.05	1069.0	14.337	0.032407	11.705	1235.3	3672.5	6.3082	582.08	216.77	36.129	13.19	0.033606	1	0.21695	0	0.71126	106.67	-1	0.012983000000000001	0.036358999999999995
TCGA-5N-A9KI	BLCA_3	1	2743.1	159.39	655.38	684.47	95.54799999999999	2734.0	1398.0	2066.9	350.92	904.24	3403.7	49.946000000000005	1037.1	1706.8	16.504	13593.0	4.7774	606.73	38.352	1348.1	3.0402	865.2	372.41	674.48	2305.8	512.49	1764.6	1863.4	526.82	34.31	130.73	92.508	17.504	103.37	454.72	2415.6	4207.2	2680.1	929.86	0.8686	34.745	2162.4	1187.8	2377.8	703.58	5919.2	775.68	1718.1	721.82	178.94	5.9089	2965.0	82.95299999999999	39.957	31.27	5349.8	1734.2	1418.5	195.87	159.83	466.88	4335.3	111.62	13.898	1263.4	22668.0	188.49	171.55	909.53	33.876	1182.2	0.033607	122.48	82.95299999999999	39.957	115.09	3136.6	10.424000000000001	628.88	0.036907999999999996	676.74	72.53	338.76	171.55	49.511	5041.5	363.08	390.01	889.9	47.34	257.76	566.77	2487.3	637.91	0.0	326.6	1459.7	0.20947	10.48	76.873	4933.8	46.037	1200.0	133.33	7560.0	0.0	0.069214	0	0.55043	1	0.064171	46.471000000000004	0	0.015364	0.13172999999999999
TCGA-5N-A9KM	BLCA_5	0	663.11	770.87	1081.1	5896.6	14.078	2881.6	1064.1	2337.9	3324.3	689.81	10407.0	289.81	4335.9	588.84	1.9417	15357.0	3.3981	733.5	20738.0	2180.6	0.0	164.28	497.0	159.22	796.6	329.61	707.77	34206.0	1819.9	4515.5	12575.0	75.243	68.791	2574.8	460.19	2474.8	541.75	890.78	451.94	2.9126	288.35	1296.1	2615.5	3376.2	160.68	6621.4	1963.1	814.56	1597.6	2968.9	0.3431	2935.9	71.359	2044.7	14.078	6264.1	3217.0	1016.0	125.24	105.34	27.67	5284.5	314.08	805.34	1490.8	20238.0	233.5	237.86	4861.0	13.592	2950.5	0.04204	227.67	391.75	512.14	38.349000000000004	779.13	130.1	402.43	0.034266000000000005	496.64	47.086999999999996	141.75	28.155	63.107	26791.0	351.46	610.68	1806.8	86.40799999999999	177.55	1302.4	6459.7	235.99	4.3689	2284.5	826.21	0.035788	3.2594	1776.7	2598.5	30.581999999999997	1138.8	280.58	622.33	142.72	0.056865	0	0.27965	1	0.65533	1157.8	-1	0.015074	0.038512
TCGA-BL-A13I	BLCA_1	0	1.2136	2.0227	0.0	266.99	0.4045	84.54700000000001	290.86	5680.0	80.097	136.33	91.42399999999999	0.0	394.82	220.87	0.0	3858.8	40.453	4.4498	42.91	2.4272	0.0	247.08	21.396	1854.8	49.757	1180.4	7556.2	132.23	2.0227	2.4272	6.068	0.8091	9.1136	25.485	1068.4	3.2362	6.068	3757.3	27.913	0.8091	108.01	13217.0	16.586	748.79	125.4	243.12	364.08	4.8544	1042.9	384.71	22.784000000000002	542.07	67.961	5.2589	30.34	125.81	1319.2	420.71	104.37	207.93	92.23299999999999	3395.6	0.4045	2.0227	389.97	27.104	220.62	60.275	710.0	2.4272	203.88	0.051512999999999996	149.68	17.395	41.667	20.631	1641.2	2.0227	514.97	0.099351	144.68	82.12	0.0	908.17	5.6634	3.2362	236.25	179.21	87.78299999999999	391.99	200.12	57.848	961.16	337.61	0.0	486.65	1104.0	0.068489	7.2149	417.07	13523.0	260.52	1366.5	1089.4	1.2136	0.0	0.19150999999999999	0	0.042009	1	0.19158	88.18799999999999	0	0.058704	0.33734000000000003
TCGA-BL-A13J	BLCA_1	1	627.45	19906.0	448.38	732.95	4273.5	1155.0	1680.4	11473.0	6965.1	1147.3	5658.9	11039.0	1552.7	1017.5	582.34	53376.0	1.3882	11.105	7872.2	154.78	285.96	280.07	59.629	2237.0	1158.4	528.2	1152.2	4046.1	7269.8	2908.9	8946.0	158.94	9.1472	378.97	500.43	1869.9	1966.3	2029.5	708.66	11.799000000000001	133.26	2491.1	996.7	3033.1	2095.4	4529.6	1287.5	1313.2	408.81	4578.9	3.6862	4254.7	122.85	950.2	13.882	6452.2	3015.1	577.48	172.83	165.19	146.45	4162.4	259.59	1316.7	1297.2	6071.1	221.41	38.869	2222.8	36.092	1017.5	0.039229	217.25	767.66	841.92	112.44	799.58	7.6349	465.73	0.071826	576.14	41.645	233.91	158.25	74.961	1521.4	340.1	434.5	4255.4	174.91	266.09	0.0	3406.0	1001.2	9.0231	2073.2	2264.1	0.070717	2.594	482.39	3588.4	85.37200000000001	274.86	203.37	471.28	52.75	0.053798	0	0.38448000000000004	1	0.16946	49.974	0	0.06969700000000001	0.04912
TCGA-BL-A3JM	BLCA_6	1	107.04	2138.1	1386.1	541.24	286.09	565.33	466.77	3357.7	49.552	897.13	12.593	2.4639	195.19	237.35	23.27	4458.8	231.33	0.8213	1180.6	2.7377	13.687999999999999	138.43	3.7725	6397.4	18.069000000000003	245.84	1035.1	346.86	175.76	1.3688	1.9164	20.531999999999996	9.4705	0.2738	8275.1	2.1901	418.04	700.29	1.0951	6.5704	10.677	4395.3	27.103	114.43	56.122	45.17100000000001	193.28	1.9164	189.45	168.09	7.2233	335.09	59.133	2508.0	21.901	8063.5	1323.7	265.28	27.65	57.217	123.47	2386.7	0.8213	0.2738	280.06	3.0114	244.12	46.54	1852.4	4.9278	257.61	0.28633000000000003	126.48	2.1901	25.46	106.22	1495.3	253.51	602.83	0.029455000000000002	717.51	50.647	75.012	55.301	98.008	0.0	350.42	221.48	469.51	509.48	767.43	0.0	2054.0	806.43	0.2738	736.43	855.25	0.50612	14.286	143.73	1225.9	34.768	176.85	257.61	2.7377	18.616	0.036184	0	0.45269	0	0.021215	17.521	0	0.025622000000000002	0.053390999999999994
TCGA-BT-A0S7	BLCA_1	0	1.5244	49780.0	0.0	686.74	2659.3	99.085	544.97	3105.9	138.72	443.6	1907.8	130.34	124.24	179.88	285.82	24133.0	1.5244	0.0	2208.6	3.8110000000000004	256.86	189.67	176.81	2991.6	329.27	396.34	1600.6	446.62	32.012	293.44	639.48	51.067	11.337	750.0	643.29	82.31700000000001	2553.3	494.67	3.0488	791.16	49.543	4700.5	5.3354	194.36	599.09	40190.0	399.39	7.622000000000001	516.77	294.97	4.2514	2732.5	67.07300000000001	198.93	25.151999999999997	976.37	769.82	264.48	96.037	63.262	51.82899999999999	5247.7	1.5244	61.738	449.69	1879.6	96.875	42.683	1975.2	6.8598	1580.0	0.10074	144.06	48.781000000000006	525.91	216.46	654.73	4.5732	369.67	0.039796	832.43	111.28	109.76	240.85	6.0976	0.0	273.63	215.7	1023.6	331.56	396.94	0.0	1593.2	571.55	0.0	144.82	1622.0	0.07835	7.2274	1317.8	2028.2	41.158	328.51	189.02	0.7622	12.195	0.07501100000000001	1	0.34606	0	0.020972	25.915	-1	0.022307	0.045114999999999995
TCGA-BT-A0YX	BLCA_1	0	841.54	744720.0	0.5408	144.94	320250.0	511.09	528.93	19463.0	596.0	334.78	262.85	1413.2	23936.0	475.39	30233.0	63670.0	1.0817	0.0	8445.2	714.98	39794.0	249.24	9.4484	1902.1	1501.9	154.68	704.16	126.0	17309.0	2587.3	6088.8	18.387999999999998	8.7539	3.245	467.28	22.174	366.69	4660.9	5.9492	10051.0	143.86	8779.3	51.92	281.77	12778.0	1280.2	1899.4	485.13	865.87	262.85	3.6157	2665.2	156.3	157.92	9.735	12853.0	2013.0	512.71	24.878	41.644	749.05	7258.5	301.24	552.73	752.84	2183.3	226.67	40.022	280.57	0.0	498.11	0.049714999999999995	603.03	1823.7	20.552	15.684000000000001	12427.0	27.041999999999998	173.61	0.048913	108.47	14.602	149.27	442.4	1.6225	5.4083	194.7	69.767	622.5	284.48	168.23	683.07	1055.7	682.09	0.0	2582.9	8653.3	0.067262	3.2351	2436.4	6273.1	20.011	536.51	287.18	0.0	0.0	0.070031	0	0.16349	0	0.023748	21.093000000000004	0	0.039682	0.49612
TCGA-BT-A20J	BLCA_1	1	154.46	6539.7	0.6105	602.56	509.77	603.17	1368.1	8481.7	25.641	177.04	71.429	87.912	7993.3	992.67	56.166000000000004	6065.3	6.7155	141.03	1238.7	78.14399999999999	35.409	2518.8	147.6	2926.1	13.431	257.63	3514.0	1508.8	653.85	97.07	350.43	24.42	15.402999999999999	183.15	321.73	67.155	619.05	977.41	24.42	426.74	20.146	10856.0	638.58	365.08	1340.0	2562.3	884.0	25.03	759.46	210.62	15.402999999999999	717.95	20.146	1.8315	14.652000000000001	14175.0	1033.6	160.56	32.356	33.578	357.75	10539.0	43.956	9.767999999999999	304.64	879.12	131.26	28.083000000000002	601.61	1.2209999999999999	216.73	0.24953000000000003	459.71	170.94	8.547	178.88	1051.3	5.4945	319.9	0.052322	374.53	39.681999999999995	98.291	84.249	15.262	0.0	355.92	147.74	349.21	210.62	476.67	1.2209999999999999	1397.0	711.42	0.0	177.04	1084.9	0.050635	1.6213	298.54	5655.7	179.49	1695.4	221.61	89.133	0.9096	0.089053	0	0.28323000000000004	0	0.027727999999999996	25.03	0	0.020505000000000002	0.046741000000000005
TCGA-BT-A20N	BLCA_1	1	742.69	1900.9	456.66	232.94	4172.3	589.92	913.33	5383.0	2009.2	343.44	7551.5	1171.7	4384.6	660.35	293.61	35387.0	1.6251	0.5417	9240.6	282.23	224.27	471.42	2.0693	2771.4	325.57	334.24	507.04	1733.3	3669.6	1676.6	1989.7	21.669	9.8766	1.0834	343.99	102.92	5.9588	773.56	19.502	40.628	112.13	825.03	788.19	4874.9	472.91	20942.0	2286.0	615.93	371.07	1828.8	13.312000000000001	2745.9	19.502	4959.9	7.584	26443.0	2739.4	736.19	31.419	63.922	13.543	7610.5	197.72	627.84	883.53	7364.0	130.55	961.0	1522.7	0.0	708.02	0.05069	343.99	1147.3	702.06	62.839	926.87	16.250999999999998	158.18	0.052937	236.18	13.543	114.3	208.56	180.39	117.55	250.27	101.84	935.54	106.17	291.57	417.12	6743.6	987.69	0.0	1449.6	504.33	0.20705	4.2942	898.16	1573.7	24.377	566.63	322.32	10.293	18.667	0.068006	0	0.53371	1	0.47721	33.586	-1	0.024666	0.66608
TCGA-BT-A20O	BLCA_1	1	0.0	25.787	0.5056	2312.2	15.674000000000001	124.89	1034.5	11260.0	77.866	1201.4	273.54	2.5281	1105.8	356.97	3.5394	1444.6	51.574	1.0113	34.381	2.5281	0.5056	1691.0	30.358	3495.9	28.820999999999998	611.81	4909.1	279.32	0.5056	62.192	92.024	183.04	11.648	0.0	974.34	0.5056	2659.6	3029.2	3.0338	0.0	35.899	19906.0	99.103	235.12	815.07	93.541	785.74	8.09	287.7	681.08	15.03	530.4	74.832	0.0	22.247	240.68	990.52	226.52	318.54	116.8	56.123999999999995	3064.6	0.0	1.0113	380.74	5.5619	292.39	281.13	301.4	10.618	147.14	0.22943000000000002	186.58	84.945	84.945	506.64	1632.2	4.045	957.65	0.050339999999999996	522.29	123.88	0.0	54.608000000000004	1.5169	0.0	246.75	447.98	2536.7	681.08	147.29	263.94	1424.2	300.24	0.0	451.02	4288.2	0.065467	5.0726	691.19	6761.7	153.2	809.51	639.11	0.0	0.0	0.16118	0	0.093533	0	0.059532	98.59700000000001	0	0.057975	0.22946
TCGA-BT-A20P	BLCA_2	0	123.04	4.9546	475.64	14.038	19.817999999999998	5485.6	108.17	1693.6	3495.5	192.4	17836.0	50.372	7227.9	2161.0	3.3031	9519.4	63.583999999999996	223.78	13535.0	1616.0	0.8258	98.266	14.368	2073.5	433.53	236.17	393.06	38222.0	15499.0	1787.8	7189.9	8.2576	37.643	5377.4	231.21	6394.7	31.379	396.37	327.0	4976.1	473.16	4554.9	19919.0	3365.0	77.622	57511.0	4573.9	396.37	8038.8	475.64	4.5827	9483.9	17.340999999999998	9246.1	9.0834	19414.0	2848.9	1646.6	30.553	147.81	34.681999999999995	5808.4	312.96	29.726999999999997	973.58	23695.0	122.33	9263.4	1879.2	0.0	691.16	0.096927	348.47	848.06	449.22	18.993	533.44	494.63	123.86	0.034003	487.24	11.561	502.06	102.39	30.553	369.12	336.09	14.864	3.3031	56.978	328.81	3909.2	2360.9	606.2	18.993	497.11	71.84100000000001	0.17501	5.892	2292.3	4644.1	23.121	1696.1	183.32	43.766000000000005	33.031	0.060478	0	0.75717	0	0.8809600000000001	337.74	-1	0.021077000000000002	0.041729
TCGA-BT-A20Q	BLCA_4	0	542.8	14615.0	67.733	656.16	121.83	2730.9	1793.0	6994.8	2368.3	2076.7	10442.0	150.52	7179.7	2086.1	13.640999999999998	12642.0	10.818	1255.9	10814.0	1081.8	10.347999999999999	273.12	44.078	634.52	727.19	668.39	1969.0	11890.0	7498.6	3906.9	13329.0	198.97	17.662	347.6	1239.9	2331.1	641.58	1248.3	852.3	7538.1	191.91	7889.5	3444.5	1478.8	515.99	2041.4	2564.4	501.41	3327.4	830.67	1.8316	5160.9	234.24	2968.0	41.391999999999996	14476.0	2818.4	1260.1	210.25	310.44	77.14	3667.4	499.53	605.83	2137.3	8851.4	189.09	2227.2	1915.1	56.913999999999994	1409.2	0.044822	473.19	1352.3	524.93	54.092	988.24	68.67399999999999	762.93	0.06300900000000001	313.47	56.913999999999994	321.73	33.866	15.522	127.0	274.22	556.44	2195.7	160.87	158.43	314.68	7118.1	353.06	17.874000000000002	1811.4	1410.6	0.067858	2.4857	2218.2	5016.5	41.391999999999996	1145.3	209.78	35.748000000000005	25.094	0.07048	0	0.29786	0	0.46468000000000004	334.9	-1	0.029276	0.36751
TCGA-BT-A20R	BLCA_4	1	1950.2	172.95	308.63	3424.8	16.038	1639.8	4769.8	2343.3	38.578	3665.8	2125.7	27.308000000000003	143.91	882.53	1.7339	14241.0	10.837	1101.0	268.97	837.45	0.8669	1360.9	200.35	1638.5	1799.3	821.41	3208.1	3080.0	456.0	39.879	88.427	151.71	7.042000000000001	66.753	1970.1	1265.7	10931.0	4698.7	600.78	1.3004	17.772000000000002	4690.1	506.72	1287.4	391.42	6790.2	608.58	2854.8	397.92	2042.9	4.4656	991.76	344.6	1.3004	49.848	3101.9	1674.9	2054.2	504.55	655.83	933.25	3129.6	110.53	242.74	1021.7	6948.4	235.37	293.45	1313.2	9.1027	364.54	0.04411	172.52	9.5362	283.05	433.03	540.53	0.8669	2143.5	0.052474	696.47	202.86	329.0	60.251000000000005	39.012	745.56	1272.7	385.78	4123.1	230.17	365.67	0.0	3163.0	931.92	0.8669	700.91	6031.2	0.061099	3.6927	378.85	4383.6	298.66	700.04	290.85	275.25	19.913	0.073184	0	0.32779	0	0.018667	160.38	0	0.017497	0.38408000000000003
TCGA-BT-A20T	BLCA_2	0	586.53	49205.0	117.79	170.67	4247.6	963.93	1496.0	5596.1	4286.0	1748.4	7600.1	4898.2	6975.1	1468.7	597.75	31059.0	3.2051	22.436	9276.5	1802.1	258.01	226.01	54.839	2310.9	899.03	528.84	1871.0	27300.0	3606.5	3053.7	14048.0	110.58	22.938000000000002	1911.0	894.22	4744.4	565.7	903.04	992.78	5210.7	232.37	4628.2	2839.7	2546.4	644.23	12764.0	3173.1	1168.3	1468.7	1520.8	1.1327	6824.5	70.512	2150.6	43.269	8238.7	1509.6	1126.6	175.48	201.12	121.79	6020.8	388.62	983.97	2136.2	28700.0	77.72399999999999	277.24	2527.9	1.6026	1231.6	0.07486	426.28	1189.1	1173.9	58.493	785.25	191.5	691.5	0.063498	385.69	43.269	419.87	104.97	28.846	9.6153	197.91	717.94	417.46	78.525	417.13	1.6026	4407.3	476.13	17.628	641.02	583.33	0.062764	2.2655	802.08	4297.2	121.79	721.15	191.5	2897.4	4.5913	0.060238	1	0.21831	0	0.19727999999999998	95.352	-1	0.028058	0.038876999999999995
TCGA-BT-A20U	BLCA_1	1	756.62	127370.0	2.6113	556.21	31340.0	1369.0	1613.1	4806.8	70.505	1000.1	1397.7	4431.4	15768.0	760.54	5090.7	36544.0	5.2226	0.0	4652.3	568.61	2958.6	418.46	5.3793	3501.1	271.57	283.98	889.15	5092.5	6956.5	1528.3	2577.4	78.992	6.3726	9.1396	829.74	1129.4	2664.2	1989.2	40.475	63.977	26.113000000000003	8774.6	507.25	413.24	2411.5	104630.0	643.69	103.8	1376.2	163.21	4.6024	2015.9	131.22	279.41	16.320999999999998	14942.0	1557.6	1459.1	73.117	133.83	88.132	4428.1	4.5698	402.14	1257.3	14271.0	105.76	106.41	967.45	1.3057	166.47	0.062099	253.3	212.17	30.683000000000003	24.807	2249.0	43.739	323.8	0.040803	465.91	19.585	102.49	326.41	23.502	0.6528	283.33	178.87	3711.3	128.61	194.01	229.14	1131.5	743.33	0.0	1488.3	1486.5	0.055364	4.2484	1507.4	5632.6	43.739	593.42	608.43	0.0	0.0	0.058942999999999995	0	0.34095	0	0.31540999999999997	16.974	0	0.31255	0.035470999999999996
TCGA-BT-A20V	BLCA_1	0	105.62	141520.0	164.3	43990.0	730.08	1033.3	500.93	5191.5	245.83	17.295	1234.7	132.18	23425.0	777.64	185.92	26269.0	234.09	9.265	27990.0	190.24	53.119	184.72	30.76	4837.6	80.914	30.266	1582.5	707.63	8767.1	1503.4	6779.2	8.6473	8.2602	111.8	2007.4	307.6	16.059	1741.8	48.178000000000004	147.0	115.5	8788.1	206.3	87.709	1775.2	4437.3	1618.9	2124.2	476.84	713.4	4.1301	639.28	584.93	256.33	0.6177	14880.0	457.69	142.68	9.8826	3.7060000000000004	40.148	17341.0	863.5	152.56	565.78	1124.2	167.39	132.18	1835.2	0.0	358.86	0.047179	663.37	1511.4	44.472	16.677	1122.9	40.148	117.97	0.426	614.63	2.4707	214.33	271.15	29.03	705.99	336.63	29.648000000000003	21.000999999999998	142.06	539.91	3.0883	1023.1	1174.1	18.53	209.39	4250.1	0.064962	9.3865	120.44	1493.5	3.7060000000000004	1560.8	327.98	150.71	47.356	0.052006	0	0.36975	-1	0.040796	20.383	0	0.026583	0.6763399999999999
TCGA-BT-A20W	BLCA_3	0	6042.2	168.16	2101.0	199.49	42.839	2267.9	239.77	1726.3	3292.2	726.98	11858.0	265.35	1071.0	2475.1	5.1151	8311.4	7.6726	1222.5	3869.1	1923.3	5.1151	108.88	553.66	3488.5	2049.2	294.76	1269.2	17890.0	273.66	603.58	1497.4	77.366	22.535	5501.3	1091.4	3170.1	40.921	1224.4	2001.9	57.545	65.857	4159.9	3028.1	5274.3	109.33	12022.0	1171.4	6133.6	1473.8	2151.5	30.32	3270.5	45.396	1081.8	11.509	7055.6	4180.3	1719.3	54.348	40.921	524.3	1827.4	4900.3	37.084	2016.0	7661.1	114.45	106.14	9841.0	1.9182	2026.8	0.13882	365.73	76.726	978.26	33.248000000000005	824.81	39.003	320.33	0.050672	207.73	85.038	695.65	78.64399999999999	219.95	23147.0	495.52	155.37	13.427	115.09	608.65	74.808	6698.2	693.25	41.56	502.56	370.84	0.34928000000000003	6.3508	475.06	2406.7	49.233000000000004	240.41	69.693	7395.1	131.71	0.043752	0	0.48223999999999995	1	0.26383	208.44	0	0.022402000000000002	0.32719000000000004
TCGA-BT-A20X	BLCA_1	1	14.347999999999999	592230.0	0.0	124.87	487920.0	59.331	1631.4	24870.0	1058.3	622.78	98.109	288170.0	12240.0	313.72	161690.0	116760.0	2.3267	0.0	26353.0	11.245999999999999	51633.0	1733.4	26.265	2180.5	99.273	217.55	1064.9	1820.3	487.44	3004.6	9321.8	86.86399999999999	8.9119	2.3267	1221.1	24.818	100.44	2605.1	0.3878	184.59	165.97	21783.0	42.656000000000006	249.73	21086.0	2427.5	1065.6	613.09	554.53	243.14	2.3171	1874.2	95.395	20.553	10.857999999999999	7269.8	713.52	183.03	62.433	74.455	115.95	12205.0	38.779	217.55	148.52	990.4	195.61	105.09	185.31	0.3878	65.536	0.063069	505.28	29.471999999999998	351.72	497.92	14565.0	3.1023	333.11	0.044582	393.55	58.168	2.7145	279.98	0.0	18.614	185.36	132.62	1096.3	476.98	376.8	3.8778	1263.2	993.78	0.0	1036.9	1001.6	0.043587	2.6736	1236.7	3352.8	12.409	1862.1	143.09	0.3878	0.0	0.096544	0	0.042138	-1	0.017471	53.513999999999996	0	0.021686	0.062141999999999996
TCGA-BT-A2LA	BLCA_6	1	10.285	3.8202	1616.2	231.56	0.5877	1721.1	894.8	365.56	126.36	99.324	5851.6	2.3509	42.022	105.79	0.2939	836.03	278.58	47.31100000000001	44.463	3.2324	0.2939	84.458	150.04	4838.4	199.82	246.25	2078.2	80.59100000000001	2.9386	0.0	1.1754	1109.9	11.116	0.8816	1165.4	89.921	196.88	519.54	55.833	0.5877	196.3	2096.7	87.86399999999999	325.01	105.2	85.51299999999999	188.66	6.171	115.19	1054.7	10.322000000000001	794.0	358.51	102.56	291.8	269.17	2255.1	615.04	555.98	105.79	918.89	98.736	2.9386	2.9386	623.57	18.807000000000002	236.85	4.4079	880.91	36.438	101.97	0.35844000000000004	99.03	60.24100000000001	98.736	416.1	175.73	25.566	88.45100000000001	0.028307	1323.8	451.37	0.0	34.969	93.741	6.171	1913.0	570.38	79.93	381.72	1540.5	0.5877	1359.3	1274.0	8.5219	251.84	412.58	0.033567	62.725	653.84	3387.3	418.45	238.32	200.41	4.9956	103.82	0.026154000000000004	0	0.94091	1	0.12378	197.18	1	0.011544	0.031691000000000004
TCGA-BT-A2LB	BLCA_5	1	2321.8	26568.0	217.87	761.48	6345.3	2087.6	2126.4	3875.4	493.41	916.7	7730.5	2082.9	10410.0	2651.1	718.4	14794.0	8.9	393.73	11130.0	2513.0	457.46	810.57	1060.4	2416.9	793.88	416.52	1897.8	20105.0	1593.8	2617.7	7483.6	106.09	24.615	16208.0	465.29	3445.7	1614.5	1976.2	1028.1	189.75	317.19	5048.8	4180.1	2087.9	1761.1	1303.3	3510.9	1501.2	2706.7	4728.4	0.62203	4473.1	93.984	778.57	33.82	14894.0	7551.8	1457.5	160.56	175.15	1724.5	4793.5	1398.7	1283.7	1986.5	10843.0	166.25	269.13	9582.5	28.48	2787.5	0.14569000000000001	1235.3	962.98	630.12	54.824	685.3	97.9	538.27	0.054715	455.06	64.436	250.98	68.708	32.751999999999995	21183.0	207.9	452.47	907.08	241.01	431.69	6.763999999999999	4460.3	814.74	24.564	1223.9	2018.5	0.049075	6.8424	431.11	5127.1	50.196000000000005	1909.6	40.584	3534.0	46.728	0.049067	0	0.36011	1	0.39534	30.616	-1	0.060744000000000006	0.029914999999999997
